timestamp,video_id,viewCount,likeCount,commentCount
2025-06-27T14:00:42.996040,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:00:53.166225,KB6W-BDBL5s,200890,4630,534
2025-06-27T14:01:03.314377,KB6W-BDBL5s,200890,4630,534
2025-06-27T14:01:13.440294,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:01:23.857429,KB6W-BDBL5s,200890,4628,534
2025-06-27T14:01:33.990577,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:01:44.129039,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:01:54.254058,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:02:04.413432,KB6W-BDBL5s,200890,4629,534
2025-06-27T14:02:14.535316,KB6W-BDBL5s,200890,4630,534
2025-06-27T14:02:24.671321,KB6W-BDBL5s,200890,4630,534
2025-06-27T14:02:34.790355,KB6W-BDBL5s,201798,4630,534
2025-06-27T14:02:44.939559,KB6W-BDBL5s,201798,4630,534
2025-06-27T14:02:55.090433,KB6W-BDBL5s,201798,4630,534
2025-06-27T14:03:05.220406,KB6W-BDBL5s,201798,4631,534
2025-06-27T14:03:15.355183,KB6W-BDBL5s,201798,4632,534
2025-06-27T14:03:25.513141,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:03:35.682999,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:03:45.805775,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:03:55.946024,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:04:06.120077,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:04:16.270887,KB6W-BDBL5s,201798,4633,534
2025-06-27T14:04:26.393141,KB6W-BDBL5s,201798,4634,534
2025-06-27T14:04:36.526033,KB6W-BDBL5s,201798,4634,534
2025-06-27T14:04:46.685717,KB6W-BDBL5s,201798,4634,534
2025-06-27T14:04:56.823691,KB6W-BDBL5s,201798,4635,534
2025-06-27T14:05:06.953998,KB6W-BDBL5s,201798,4636,534
2025-06-27T14:05:17.098122,KB6W-BDBL5s,201798,4636,534
2025-06-27T14:05:27.225381,KB6W-BDBL5s,201798,4636,534
2025-06-27T14:05:37.368973,KB6W-BDBL5s,201798,4636,534
2025-06-27T14:05:47.506317,KB6W-BDBL5s,201798,4637,534
2025-06-27T14:05:57.638499,KB6W-BDBL5s,201798,4637,534
2025-06-27T14:06:07.757469,KB6W-BDBL5s,201798,4637,534
2025-06-27T14:06:18.022295,KB6W-BDBL5s,201798,4638,534
2025-06-27T14:06:28.151558,KB6W-BDBL5s,201798,4638,534
